movieId;mdbId;mdbId
444;106834;4444
445;106873;6141
446;106332;0997
448;106881;0443
449;106880;0239
450;111732;6297
451;106926;8551
452;111712;5440
453;106941;024
454;106918;7233
455;106965;634
456;109842;3815
457;106977;503
458;107004;5588
459;109890;087
460;109891;1579
461;109913;8620
464;107076;019
466;107144;255
467;113674;6271
468;112966;0612
469;107151;259
470;110064;6097
471;110074;1934
472;110097;06143
473;110123;2475
474;107206;386
475;107207;984
476;110137;9930
477;108551;5765
478;110197;1643
479;107286;
480;107290;29
481;107302;0909
482;110265;07
484;110305;9918
485;107362;593
486;107413;2580
487;110353;2317
488;107468;413
489;107478;2121
490;107497;246
491;107501;0502
492;107507;0440
493;107554;516
494;116253;320
495;074102;879
496;111689;3718
497;107616;1971
499;107613;1911
500;107614;88
501;107653;1450
502;110657;1231
504;110678;0447
505;110687;1586
506;107756;300
507;107808;559
508;107818;800
509;107822;13
510;107840;291
511;107889;8133
512;111003;5557
513;110939;2588
514;110955;0872
515;107943;245
516;110971;1858
517;107969;007
518;111001;0467
519;107978;550
520;107977;005
521;107983;088
522;105275;0412
523;108000;7889
524;108002;4534
526;105032;1878
527;108052;24
528;111094;5233
529;108065;4291
531;108071;1236
532;111127;1592
533;111143;850
534;108101;0445
535;108122;95
536;111194;3535
537;111201;2519
538;108149;3210
539;108160;58
540;108162;67
541;083658;8
542;108186;3203
543;108174;0442
544;108238;1074
546;108255;607
547;111323;7585
548;111400;057
549;108328;0967
550;111418;0635
551;107688;479
552;108333;0057
553;108358;1969
555;108399;19
556;108515;6408
558;110763;5139
562;114906;1446
563;107002;1980
564;109403;4405
567;107315;223
568;106408;4587
569;110363;1504
573;107225;3637
574;111252;7600
575;110366;0897
577;109120;1352
579;108059;8806
580;110892;7345
581;112651;2562
583;109382;5403
585;112572;066
586;099785;71
587;099653;51
588;103639;12
589;103064;80
590;099348;81
592;096895;68
593;102926;74
594;029583;08
595;101414;0020
596;032910;0895
597;100405;14
599;065214;76
600;110395;5477
602;109934;24472
605;117247;300
606;112625;0824
608;116282;75
609;116552;5059
610;082509;1827
611;116514;766
612;117283;3570
613;116684;7333
615;070506;1242
616;065421;0112
617;113083;307
618;118001;6029
619;116165;2308
626;117891;8121
627;113613;2520
628;117381;592
631;115509;9042
632;114671;8884
633;112844;7449
634;114658;6259
635;116275;1852
636;113122;0926
637;117608;099
638;113448;021
639;116414;1752
640;116095;0988
645;113947;2652
647;115956;0684
648;117060;54
649;109028;8445
650;117071;8989
653;116136;840
656;116168;1107
661;116683;0539
662;116287;0543
663;116768;8414
665;114787;1902
667;112536;5087
668;048473;801
670;052572;96
671;117128;065
673;117705;300
674;062711;069
678;108181;7768
679;114307;21917
680;058898;072
685;113443;3245
688;114048;7281
691;117104;0001
692;117688;9621
694;117774;0762
695;114736;7144
697;116289;2656
698;109593;8867
700;112368;5969
703;115742;3634
704;117420;103
706;117784;9649
707;117107;0990
708;117979;866
709;095776;2233
710;115851;3449
711;116322;6355
714;112817;22
715;113362;1876
718;108500;1687
719;117108;304
720;118114;03475
722;113270;3183
724;115963;100
725;116448;0759
726;116827;6063
728;112701;2513
731;116508;6915
733;117500;802
735;109592;1588
736;117998;64
737;115624;1867
741;113568;323
742;117894;0280
743;117723;0535
745;112691;32
747;117768;6299
748;115571;0547
750;057012;35
757;109688;0751
759;110480;5778
760;108211;1101
761;117331;826
762;117765;879
764;113280;2621
765;116669;095
766;116594;6890
773;070820;7771
775;063715;1225
778;117951;27
779;118523;2872
780;116629;02
781;117737;4553
782;116277;566
783;116583;0545
784;115798;894
785;116778;1543
786;116213;268
788;117218;327
790;111546;1949
791;113610;
795;111237;4535
798;116040;1228
799;116365;0779
800;116905;6748
801;116493;8223
802;117333;294
803;118113;9963
804;117628;1363
805;117913;645
806;115530;1546
808;115493;6344
809;116320;8550
810;116756;1511
813;116823;4170
818;118073;2606
823;061495;837
824;110246;2632
828;115472;8975
829;116707;1962
830;116313;925
832;117438;595
833;116531;308
835;116353;8555
836;115857;2123
837;117008;0830
838;116191;573
839;115986;0546
840;116571;8862
841;053459;1417
842;117826;431
848;117718;7907
849;116225;0061
851;115632;49
852;117918;0478
858;068646;38
861;104558;1134
866;115736;303
867;115836;3945
869;116745;2479
870;119214;054
875;110693;10921
876;106544;8955
879;120004;1015
880;116654;306
881;116311;2559
882;117965;8770
885;115725;587
886;115783;0723
888;113596;9004
889;109001;01230
891;113253;0987
892;117991;4705
893;117093;0318
896;111019;6933
897;035896;7854
898;032904;81
899;045152;72
900;043278;769
901;050419;3320
902;054698;64
903;052357;26
904;047396;67
905;025316;078
906;036855;3528
907;025164;8288
908;053125;13
909;053604;84
910;053291;39
911;056923;808
912;034583;89
913;033870;63
914;058385;1113
915;047437;620
916;046250;04
917;031580;6531
918;037059;09
919;032138;30
920;031381;70
921;084370;1044
922;043014;99
923;033467;5
924;062622;2
926;042192;05
927;032143;2490
928;032976;23
929;032484;5670
930;038787;03
931;038109;174
932;050105;356
933;048728;81
934;042451;0758
935;045537;9376
936;031725;859
937;050658;8299
938;051658;7281
940;029843;0907
941;032762;2093
942;037008;939
943;039420;2292
944;029162;598
945;027125;080
946;035446;98
947;028010;3562
948;049261;712
949;048028;20
950;025878;529
951;032599;085
952;048960;897
953;038650;585
954;031679;083
955;029947;00
956;034012;3795
959;025586;3905
961;027893;3114
963;041509;0206
965;026029;60
968;063350;0331
969;043265;88
970;046414;2733
971;051459;61
973;033891;2574
976;022879;2649
979;114007;25587
981;118927;2855
982;048491;9940
984;117357;5328
986;116329;1076
987;118742;3945
988;116442;8985
990;117011;0861
991;117039;770
993;116635;033
994;115678;8203
996;116830;333
998;117603;400
999;115438;401
1003;116259;1306
1004;116421;625
1005;116000;0680
1006;115862;346
1007;072653;8660
1008;047977;5115
1009;072951;4821
1010;064603;4136
1011;071607;0869
1012;050798;2660
1013;055277;9186
1014;054195;1102
1015;107131;878
1016;053271;5944
1017;054357;8444
1018;059793;0723
1019;046672;73
1020;106611;64
1021;109127;4795
1022;042332;1224
1023;063819;1310
1024;038166;5947
1025;057546;078
1027;102798;367
1028;058331;33
1029;033563;1360
1030;076538;1114
1031;066817;2335
1032;043274;2092
1033;082406;0948
1034;116361;1229
1035;059742;5121
1036;095016;62
1037;104692;0163
1040;117582;7199
1041;117589;1159
1042;117887;591
1043;117924;0500
1046;115640;0938
1047;116908;1412
1049;116409;0586
1050;116913;2314
1051;117958;7845
1053;117202;3223
1054;116404;9471
1055;120107;8153
1056;116722;5147
1057;116242;716
1059;117509;54
1060;117802;0218
1061;117665;19
1064;115491;1238
1066;029546;1530
1068;039286;8120
1073;067992;52
1076;055018;6372
1077;070707;1561
1078;066808;1302
1079;095159;23
1080;079470;83
1081;084865;2614
1082;068334;1711
1083;059243;1575
1084;061418;75
1085;052027;1331
1086;046912;21
1088;092890;8
1089;105236;00
1090;091763;92
1091;098627;491
1092;103772;02
1093;101761;0537
1094;104036;1386
1095;104348;504
1096;084707;5764
1097;083866;01
1099;029992;5842
1100;099371;119
1101;092099;44
1103;048545;21
1104;044081;02
1105;115885;5750
1107;102336;
1111;117040;305
1112;117284;7616
1114;116378;1612
1116;113057;02461
1117;116581;6998
1119;112907;16844
1120;117318;630
1121;116422;6626
1123;117320;24837
1124;082846;1816
1125;072081;1843
1126;101775;0379
1127;096754;756
1128;080749;90
1129;082340;103
1130;082533;1298
1131;091288;480
1132;091480;481
1135;081375;0765
1136;071853;62
1137;116587;4497
1140;116212;9479
1144;116886;24829
1147;118147;0548
1148;108598;31
1150;084589;483
1151;109781;8919
1156;034493;1461
1161;078875;59
1162;069198;0892
1163;110521;6369
1167;116059;8554
1170;112483;6555
1171;103850;0608
1172;095765;1216
1173;097108;452
1175;101700;92
1176;101765;600
1177;101811;6561
1178;050825;75
1179;099703;8129
1180;102014;4405
1183;116209;09
1184;102426;8251
1185;097937;0161
1186;098724;412
1187;105107;1768
1188;105488;0409
1189;096257;4285
1190;101026;469
1191;102370;0174
1192;100332;1225
1193;073486;10
1194;078446;1455
1196;080684;891
1197;093779;493
1198;082971;5
1199;088846;8
1200;090605;79
1201;060196;29
1202;094336;3446
1203;050083;89
1204;056172;47
1206;066921;85
1207;056592;95
1208;078788;8
1209;064116;35
1210;086190;892
1211;093191;44
1212;041959;092
1213;099685;69
1214;078748;48
1215;106308;66
1216;095250;75
1217;089881;1645
1218;097202;0835
1219;054215;39
1220;080455;25
1221;071562;40
1222;093058;00
1223;104361;30
1224;097499;0705
1225;086879;79
1226;045061;109
1227;087843;11
1228;081398;578
1230;075686;03
1231;086197;549
1232;079944;398
1233;082096;87
1234;070735;277
1235;067185;43
1236;103130;7291
1237;050976;90
1238;085859;1235
1240;088247;18
1241;103873;63
1242;097441;665
1243;100519;8971
1244;079522;96
1245;100150;79
1246;097165;07
1247;061722;7247
1248;052311;480
1249;100263;322
1250;050212;26
1251;056801;22
1252;071315;29
1253;043456;28
1254;040897;090
1255;092610;964
1256;023969;063
1257;088794;3667
1258;081505;94
1259;092005;35
1260;022100;32
1261;092991;65
1262;057115;925
1263;077416;1778
1264;082269;485
1265;107048;37
1266;105695;3
1267;056218;82
1268;100436;428
1269;036613;12
1270;088763;05
1271;101921;633
1272;066206;1202
1273;090967;554
1274;094625;49
1275;091203;009
1276;061512;03
1277;099334;1673
1278;072431;034
1279;102536;39
1280;101640;0404
1281;032553;14
1282;032455;56
1283;044706;88
1284;038355;10
1285;097493;640
1286;081534;6633
1287;052618;65
1288;088258;1031
1289;085809;1314
1290;094006;5143
1291;097576;9
1292;078841;0322
1293;083987;83
1295;096332;0644
1296;091867;1257
1297;089886;4370
1298;084503;2104
1299;087553;25
1300;089606;816
1301;049223;30
1302;097351;323
1303;073341;83
1304;064115;42
1305;087884;55
1306;101458;0341
1307;098635;39
1310;116589;0180
1312;116293;1801
1318;112537;8762
1320;103644;077
1321;082010;14
1322;103678;1671
1323;085159;7214
1324;115535;2263
1325;106262;3519
1326;083550;6235
1327;078767;1449
1328;099030;1848
1329;071233;5944
1330;090655;4913
1331;075704;9126
1332;092632;2076
1333;056869;71
1334;051418;851
1335;082083;7843
1336;101492;2146
1337;037549;0346
1339;103874;114
1340;026138;29
1341;074258;3549
1342;103919;529
1343;101540;598
1344;055824;1349
1345;074285;340
1346;083722;217
1347;087800;77
1348;013442;53
1349;091651;8198
1350;075005;94
1351;115710;1640
1352;115495;744
1353;117057;5189
1354;115751;45
1355;119791;212
1356;117731;99
1357;117631;863
1358;117666;2498
1359;116705;279
1361;117293;7204
1363;117372;1539
1365;117477;2709
1366;115988;0539
1367;115433;1674
1370;099423;573
1371;079945;52
1372;102975;74
1373;098382;72
1374;084726;54
1375;088170;57
1376;092007;68
1377;103776;64
1378;096487;1967
1379;100994;086
1380;077631;21
1381;084021;037
1382;100114;0173
1385;105690;845
1387;073195;78
1388;077766;79
1389;085750;7692
1390;117119;7795
1391;116996;5
1392;115906;3891
1393;116695;390
1394;093822;78
1395;094155;0896
1396;105435;322
1397;115633;1240
1398;116621;6949
1399;116999;819
1401;116410;1908
1405;115641;179
1406;112769;802
1407;117571;232
1408;104691;361
1409;117038;928
1411;116477;0549
1412;117690;8102
1413;118163;8451
1414;117091;7265
1415;118100;9935
1416;116250;818
1417;117364;6758
1419;067959;6040
1422;119731;415
1423;116506;5146
1425;119115;2145
1426;120550;2424
1427;120390;4314
1428;112362;892
1429;116704;404
1430;120414;5242
1431;118708;622
1432;119664;860
1437;106535;4832
1438;118928;619
1439;119644;0506
1440;106266;1000
1441;106387;104
1442;119937;6306
1445;119640;4908
1446;116790;84
1447;119225;2489
1449;118111;6448
1453;118691;7894
1454;120238;8059
1456;119887;7949
1457;119141;968
1458;120357;1563
1459;118548;6
1460;120317;0735
1461;120434;1419
1464;116922;38
1465;120036;5624
1466;119008;366
1468;118750;1915
1473;118702;9952
1474;119432;446
1475;116743;8005
1476;119951;403
1477;119572;7322
1479;120053;0003
1480;120152;311
1483;115964;84
1484;116041;9806
1485;119528;624
1487;120094;6052
1488;118972;477
1489;118829;4662
1490;118663;8423
1493;116931;6996
1495;120389;499
1496;118623;0512
1497;119013;405
1498;119381;2723
1499;118615;360
1500;119229;434
1502;116783;1626
1503;118541;3982
1507;119859;7223
1513;120032;611
1514;116295;7694
1515;120461;0357
1516;115886;977
1517;118655;16
1518;118771;163
1519;115760;24680
1526;119109;2499
1527;119116;8
1529;119809;811
1533;117398;05045
1537;117615;1239
1541;118556;058
1542;115744;450
1544;119567;30
1545;117359;8523
1546;117561;6375
1547;120118;3660
1549;114303;5671
1550;120373;7770
1551;118787;5170
1552;118880;701
1554;114134;6422
1556;120179;639
1562;118688;15
1564;120034;5889
1565;116502;1103
1566;119282;1970
1569;119738;874
1571;115856;1956
1572;057345;66
1573;119094;54
1574;119098;7567
1580;119654;07
1581;119848;8080
1582;120512;8225
1583;120133;7834
1584;118884;86
1585;116930;5046
1586;119173;421
1587;082198;387
1588;119190;0603
1589;118887;142
1590;119081;413
1591;120177;0336
1592;118570;0737
1593;119896;413
1594;119361;4585
1596;118818;9462
1597;118883;834
1598;118966;458
1599;120207;854
1600;120112;8295
1601;119311;2073
1602;119509;7244
1603;119675;961
1604;119695;416
1605;119086;6180
1606;119484;7832
1608;118571;772
1609;118531;072
1610;099810;669
1611;102494;68
1612;119465;2519
1613;120197;08401
1614;119360;0806
1615;119051;433
1616;119874;623
1617;119488;118
1619;120102;78
1620;119468;437
1621;120169;9461
1623;120524;0351
1624;120323;6588
1625;119174;649
1626;119123;4289
1627;120399;0155
1629;119632;0457
1631;118647;8355
1633;120402;5306
1635;119349;8924
1639;118842;255
1641;119164;427
1642;116631;72545
1643;119280;7589
1644;119345;597
1645;118971;813
1646;120029;6797
1647;119906;2628
1648;119324;3344
1649;119107;5099
1650;120481;5019
1652;120539;2422
1653;119177;82
1654;119095;9911
1655;119891;827
1656;120257;959
1658;119535;067
1659;119338;25052
1660;119080;5153
1661;119210;0871
1662;118900;4398
1663;083131;0890
1665;118689;281
1667;119592;770
1670;120490;4905
1671;119527;4583
1672;119978;1975
1673;118749;995
1674;090329;281
1675;119365;5928
1676;120201;63
1677;118901;1337
1678;107282;9931
1679;118836;1535
1680;120148;0215
1681;119707;823
1682;120382;7165
1683;120520;5609
1684;119723;8904
1685;116592;5565
1686;119994;407
1687;119395;824
1688;118617;444
1689;120483;414
1690;118583;078
1693;118607;1831
1694;118632;895
1695;123385;9177
1696;118698;9601
1699;118804;2797
1701;118954;639
1702;119137;574
1703;119142;0371
1704;119217;89
1707;119303;714
1711;119668;197
1713;119715;283
1717;120082;233
1718;120222;91874
1719;120255;0217
1721;120338;97
1722;120347;14
1726;119925;922
1727;119314;47
1729;119396;84
1730;119485;746
1731;119718;438
1732;118715;15
1733;118566;6941
1734;119590;7103
1735;119223;410
1739;118539;2302
1746;120820;2538
1747;120885;86
1748;118929;666
1752;120696;1258
1753;120693;490
1754;119099;411
1755;120122;5719
1757;112913;1220
1759;119815;1253
1760;120185;116
1762;118956;457
1767;119734;9424
1769;120008;1702
1770;120594;923
1771;119784;2238
1772;118747;1568
1777;120888;1003
1779;120184;0153
1783;120782;0949
1784;119822;898
1785;099939;558
1791;119594;6269
1792;120873;1808
1793;120491;970
1794;119574;7452
1797;120661;1736
1798;118744;7941
1799;120241;0668
1801;120744;313
1804;120769;2807
1805;120890;17
1806;125454;6568
1807;120642;7272
1809;119250;910
1810;119942;440
1812;120510;2911
1816;124179;2456
1821;120772;7127
1824;119305;7133
1825;119905;9848
1826;120598;7644
1827;124295;774
1829;118851;0265
1831;120738;157
1833;120749;838
1834;120176;9193
1835;120632;95
1836;120728;6980
1837;120773;7472
1839;120765;7881
1840;124718;469
1841;119196;2488
1844;118819;67
1845;120906;6148
1848;118755;449
1855;120725;1220
1856;138563;3907
1857;119987;9825
1858;117786;0622
1859;120265;0020
1860;119448;7139
1862;120841;0216
1863;120742;771
1866;120609;448
1867;120856;8618
1870;118925;8373
1873;119683;415
1875;118866;5561
1876;120647;656
1881;120800;8937
1882;120685;29
1883;118798;452
1884;120669;878
1885;120777;844
1887;119053;4342
1888;119313;715
1889;119375;6610
1891;120401;0961
1892;120787;965
1893;116692;12
1894;120828;068
1895;127723;5037
1897;139362;7636
1900;118849;1334
1902;116141;2284
1904;122529;7410
1906;119717;3765
1907;120762;0674
1909;120902;46
1910;126344;2655
1911;118998;050
1912;120780;389
1913;073540;1020
1914;120321;0862
1916;118789;464
1917;120591;5
1918;122151;44
1919;123987;5680
1920;122718;1551
1921;138704;73
1922;140688;02304
1923;129387;44
1924;052077;0513
1926;019729;5203
1927;020629;43
1928;021746;2861
1929;022958;3680
1931;026752;2311
1932;027698;3277
1933;029146;3278
1934;030993;4106
1936;035093;7367
1937;036872;7661
1938;037884;8580
1939;036868;87
1940;039416;3667
1941;040416;3383
1942;041113;5430
1944;045793;1426
1945;047296;54
1946;048356;5919
1947;055614;725
1948;057590;769
1949;060665;74
1950;061811;0633
1951;063385;7917
1952;064665;116
1953;067116;051
1954;075148;366
1955;079417;2102
1956;081283;6619
1957;082158;443
1958;086425;1050
1959;089755;06
1960;093389;46
1961;095953;80
1962;097239;03
1963;065063;1485
1964;067309;66
1965;087995;3820
1966;100142;5389
1967;091369;3597
1968;088847;108
1969;089686;0014
1970;093629;0072
1971;095742;0131
1972;097981;0160
1973;101917;1284
1974;080761;488
1975;082418;725
1976;083972;728
1977;087298;730
1978;089173;731
1979;091080;0225
1980;095179;0281
1981;097388;0283
1982;077651;48
1983;082495;1281
1984;085636;0676
1985;095271;1357
1986;097474;1361
1987;081383;6599
1990;105179;1769
1991;094862;0585
1992;099253;1186
1993;103956;1187
1994;084516;09
1995;091778;1133
1996;095889;0306
1997;070047;552
1998;076009;1586
1999;099528;1587
2000;093409;41
2001;097733;42
2002;104714;43
2003;087363;27
2004;099700;28
2005;089218;340
2006;120746;342
2007;119910;8509
2008;117898;0033
2009;070723;2101
2010;017136;9
2011;096874;65
2012;099088;96
2013;069113;51
2014;076054;6084
2015;054594;7984
2016;078790;2328
2017;054649;2611
2018;034492;170
2019;047478;46
2020;094947;59
2021;087182;41
2022;095497;1051
2023;099674;42
2024;102757;411
2025;119558;769
2026;134619;424
2027;120741;835
2028;120815;57
2032;066811;0173
2033;088814;0957
2034;078869;570
2035;062737;6249
2036;109287;3962
2037;075807;4612
2038;077305;9378
2040;065566;9228
2041;082199;9379
2042;109520;1164
2043;052722;8887
2044;082263;0866
2046;091059;0122
2048;091149;994
2050;080861;2129
2051;076137;4140
2052;107120;0439
2053;104437;1158
2054;097523;354
2055;077698;8736
2056;056095;4774
2057;057180;7969
2058;120768;631
2059;120783;820
2060;131857;4013
2064;098213;779
2065;089853;0849
2066;039689;78
2067;059113;07
2068;083922;961
2069;090203;7908
2070;086423;2121
2071;106273;887
2072;096734;1974
2073;089126;0348
2074;071910;6648
2075;082736;1911
2076;090756;93
2077;089385;5144
2078;061852;325
2080;048280;0340
2081;097757;0144
2082;104868;0414
2083;104940;0437
2084;104990;5300
2085;055254;2230
2087;046183;0693
2088;081353;1335
2089;100477;1135
2090;076618;1319
2091;078158;4822
2092;107952;5969
2093;089908;3155
2094;102803;0249
2095;075200;5943
2096;053285;0882
2097;086336;4808
2098;057518;9762
2099;038969;3850
2100;088161;619
2102;019422;3565
2103;111359;1841
2104;084783;7332
2105;084827;7
2106;108265;0419
2107;120694;1675
2108;102250;107
2109;079367;471
2110;083798;442
2111;085894;1591
2112;101969;3697
2114;086066;27
2115;087469;7
2116;077869;23
2117;087803;314
2118;085407;1336
2119;091499;980
2120;107665;0657
2121;085382;0489
2122;087050;0823
2123;096787;1497
2124;101272;907
2125;120631;454
2126;120832;688
2130;080388;3954
2131;077711;2761
2132;061184;96
2133;092513;4367
2134;090305;1814
2135;061584;6081
2136;057372;8331
2137;070016;5171
2138;078480;1837
2139;084649;1704
2140;083791;1639
2141;090633;978
2142;101329;0380
2143;089469;1976
2144;088128;5144
2145;091790;1522
2146;090060;1557
2147;090848;3853
2148;091223;1415
2149;093220;7530
2150;080801;393
2151;097443;1937
2152;140796;1661
2153;118661;320
2154;120703;3644
2155;120831;4662
2156;133413;25124
2159;099763;0692
2160;063522;05
2161;088323;4584
2162;100240;4636
2163;080391;182
2164;094077;8070
2165;119517;7469
2166;124595;0278
2167;120611;6647
2169;118301;4557
2170;120901;417
2171;119778;1469
2172;120692;9381
2174;094721;011
2175;119033;61795
2176;040746;580
2177;074512;854
2178;068611;73
2179;065112;370
2180;061107;780
2181;058329;06
2182;051207;2527
2183;049470;74
2184;048750;1219
2185;045897;0159
2186;044079;45
2187;042994;978
2188;120577;682
2190;123324;6702
2193;096446;47
2194;094226;17
2195;120654;4577
2196;120724;7498
2201;039694;1667
2202;037017;3321
2203;036342;1734
2204;035279;1997
2205;033922;4197
2206;034248;1462
2207;031505;1995
2208;030341;40
2210;028212;2684
2211;028231;761
2212;025452;208
2226;018328;6056
2227;017075;760
2231;128442;0220
2232;123755;31
2236;124879;2796
2239;073817;7916
2240;081207;1873
2241;085346;1500
2243;092699;2626
2244;092537;7818
2245;096463;525
2247;095593;321
2248;098258;028
2249;100212;6384
2252;104412;0699
2253;105629;1597
2255;084938;7947
2256;084472;8311
2257;087810;4772
2259;086973;4347
2260;092225;1090
2261;091680;8282
2262;090583;8169
2263;096073;1082
2264;098625;971
2265;102558;1933
2266;101523;0096
2267;102469;0815
2268;104257;81
2269;107211;478
2271;120788;2318
2272;120776;3113
2273;120812;109
2275;118736;4746
2278;122690;195
2279;146336;877
2280;118863;6618
2281;119802;1132
2282;126604;1855
2283;100594;4016
2286;080731;486
2287;047573;1071
2288;084787;091
2289;105151;0403
2290;081554;1337
2291;099487;62
2292;117276;5723
2294;120587;916
2295;120823;8134
2296;120770;429
2297;120889;2159
2298;124102;7791
2300;063462;0197
2301;082517;0156
2302;104952;0377
2303;073440;121
2304;119577;975
2306;120701;713
2307;122642;34368
